year,month,day,weekday,sub_city,woreda,fire_type,cause_type,property_damage,water_used,personnel,distance_km,response_minutes,severity
2017,5,24,2,የካ,2,የደን ቃጠሎ,አይታወቅም,30000.0,6000.0,9.0,4.0,5.0,Low
2017,5,27,5,ቦሌ,3,የኪችን ቃጠሎ,ዘይት ፈሶ,200000.0,6000.0,9.0,6.0,7.0,Medium
2017,5,27,5,ን/ላፍቶ,12,የሆቴል ቃጠሎ,አይታወቅም,1000000.0,12000.0,16.0,6.0,10.0,High
2017,5,27,5,ን/ላፍቶ,7,የሱቅ ቃጠሎ,አይታወቅም,500000.0,6000.0,9.0,3.0,4.0,Medium
2017,5,28,6,ኦሮሚያ,ጉዳፈኖ,የቆሻሻ ቃጠሎ,አይታወቅም,8000.0,6000.0,9.0,9.0,2.0,Low
2017,5,28,6,ገላን ከተማ ,ቤቴ ዞን ,የከብቶች መኖ ቃጠሎ,አይታወቅም,150000.0,36000.0,22.0,15.0,12.0,Medium
2017,5,28,6,ኮልፌ,8,የቆሻሻ ቃጠሎ,አይታወቅም,0.0,4000.0,9.0,6.0,8.0,Low
2017,5,28,6,ኮልፌ,8,የፖል ቃጠሎ,የኤሌክትሪክ ኮንታክት,2000.0,1000.0,9.0,2.0,3.0,Low
2017,5,29,0,ኦሮሚያ,ሸገር ሲቲ,የጨርቃ ጨርቅ ፋብሪካ ቃጠሎ,አይታወቅም,30000000.0,24000.0,27.0,26.0,26.0,High
2017,5,30,1,ጉለሌ,8,የቤት ቃጠሎ,አይታወቅም,20000.0,6000.0,9.0,3.0,3.0,Low
2017,5,30,1,ልደታ,6,የዘንባባ ቃጠሎ,ቆሻሻ ሲያቃጥሉ,20000.0,4000.0,9.0,7.0,7.0,Low
2017,1,6,4,ኮልፌ,1,የእንጨት ክምር ቃጠሎ,አይታወቅም,5000.0,71000.0,40.0,6.0,7.0,Low
2017,1,6,4,ጉለሌ,7,የንግድ ቤት ቃጠሎ,አይታወቅም,80000.0,12000.0,22.0,4.0,5.0,Low
2007,2,6,1,አ/ቃሊቲ,7,የቤት ቃጠሎ,አይታወቅም,1700000.0,24000.0,29.0,5.0,6.0,High
2017,3,6,0,አ/ቃሊቲ,8,የቤት ቃጠሎ,አይታወቅም,300000.0,12000.0,16.0,4.0,5.0,Medium
2017,3,6,0,አ/ቃሊቲ,3,የመኪና ቃጠሎ,አይታወቅም,1500000.0,6000.0,16.0,7.0,6.0,High
2017,3,6,0,ጉለሌ,9,የዛፍ ቃጠሎ,የኤሌክትሪክ ኮንታክት,2000.0,1000.0,9.0,2.0,30.0,High
2017,4,6,3,አ/ቃሊቲ,5,የፋብሪካ ቃጠሎ,አይታወቅም,1000000.0,34000.0,32.0,4.0,5.0,High
2017,4,6,3,የካ,4,የቤት ቃጠሎ,አይታወቅም,75000.0,12000.0,15.0,4.0,5.0,Low
2017,5,6,5,ን/ላፍቶ,7,የቤት ቃጠሎ,አይታወቅም,500000.0,6000.0,18.0,3.0,6.0,Medium
2017,5,6,5,ን/ላፍቶ,2,መኪና ላይ የተጫነ ቆሻሻ ቃጠሎ,አይታወቅም,5000.0,6000.0,15.0,4.0,14.0,Low
2017,6,6,1,ን/ላፍቶ,14,የመኖሪያና ሱቆች ቃጠሎ,አይታወቅም,500000.0,12000.0,15.0,6.0,7.0,Medium
2017,6,6,1,አ/ከተማ,13,የጫካ ቃጠሎ,አይታወቅም,2000.0,9000.0,15.0,4.0,3.0,Low
2017,6,6,1,ጉለሌ,5,የኢንዱስትሪ መንደር ቃጠሎ ,አይታወቅም,30000.0,29500.0,45.0,7.0,8.0,Low
2017,9,6,2,ቦሌ,2,የቤት ቃጠሎ,አይታወቅም,0.0,6000.0,9.0,6.0,7.0,Low
2017,9,6,2,ኦሮሚያ,7,የመኖሪያ ቤትና የሱቅ ቃጠሎ,ነዳጅ,300000.0,22000.0,15.0,19.0,28.0,High
2017,9,6,2,ን/ላፍቶ,2,የሳር ክምር ቃጠሎ,የኤ/ኮንታክት,600000.0,136500.0,37.0,5.0,4.0,Medium
2017,9,6,2,ቢሾፍቱ,ኦሮሚያ,የቤትና የመኪና ቃጠሎ,አይታወቅም,3000000.0,13000.0,9.0,35.0,38.0,High
2017,10,6,4,ሰበታ,7,የመኖሪያ ቤትና የሱቅ ቃጠሎ,የኤሌክትሪክ ኮንታክት,2000000.0,28000.0,21.0,19.0,22.0,High
2017,10,6,4,ን/ላፍቶ,2,የሳር ክምር ቃጠሎ,የኤሌክትሪክ ኮንታክት,10000.0,8500.0,9.0,6.0,12.0,Low
2017,10,6,4,ቡራዩ,1,የቆሎ መጋዘንና የመኖሪያ ቤት ቃጠሎ,አይታወቅም,20000.0,6000.0,9.0,6.0,7.0,Low
2017,11,6,0,ሸገር ሲቲ,ነሙ,የቤት ቃጠሎ,አይታወቅም,200000.0,51000.0,27.0,10.0,8.0,Medium
2017,12,6,2,ን/ላፍቶ,8,የቤት ቃጠሎ,የኤሌክትሪክ ኮንታክት,85000.0,7000.0,15.0,9.0,5.0,Low
2017,12,6,2,ኦሮሚያ,ሸገር ሲቲ,የእህል ክምር ቃጠሎ,አይታወቅም,50000.0,6000.0,17.0,12.0,10.0,Low
2017,12,6,2,ኮልፌ,1,የፋብሪካ  መጋዘን ቃጠሎ,አይታወቅም,16730000.0,323000.0,101.0,6.0,7.0,High
2017,12,6,2,አራዳ,6,የኮሪድር ልማት መብራት ማከፋፈያ,አይታወቅም,200000.0,6000.0,9.0,1.0,2.0,Medium
2017,6,13,1,ኦሮሚያ,3,የጫካ ቃጠሎ,አይታወቅም,100000.0,0.0,64.0,10.0,11.0,Medium
2017,6,15,3,ሸገር ሲቲ,ድሬ ተሊለ ,የስቶር ቃጠሎ,ቆሻሻ ሲያቃጥሉ,200000.0,6000.0,9.0,7.0,8.0,Medium
2017,6,15,3,አ/ቃሊቲ,9,የቤት ቃጠሎ,አይታወቅም,35000.0,4000.0,9.0,7.0,7.0,Low
2017,6,15,3,ልደታ,10,የኩሽና ቃጠሎ,አይታወቅም,50000.0,1000.0,13.0,4.0,5.0,Low
2017,6,15,3,አራዳ,8,የካፌ ቃጠሎ,አይታወቅም,300000.0,12000.0,15.0,3.0,4.0,Medium
2017,6,16,4,ቂርቆስ,2,የቤት ቃጠሎ,ከሻማ የተነሳ,300000.0,8500.0,9.0,3.0,5.0,Medium
2017,6,16,4,ቦሌ,12,የጭድ ክምር ቃጠሎ,አይታወቅም,300000.0,18000.0,15.0,8.0,9.0,Medium
2017,6,16,4,ለሚኩራ,14,የወፍጮና የቤት ቃጠሎ,አይታወቅም,2500000.0,12000.0,16.0,10.0,17.0,High
2017,6,17,5,ን/ላፍቶ,13,የሱቅና ምግብ ቤት ቃጠሎ,አይታወቅም,100000.0,16000.0,15.0,8.0,15.0,Medium
2017,6,17,5,አ/ቃሊቲ,8,የመኪናና የእድር ቤት ቃጠሎ,አይታወቅም,1600000.0,12000.0,15.0,5.0,3.0,High
2017,6,18,6,ቦሌ,4,የፖል ቃጠሎ,አይታወቅም,0.0,4000.0,9.0,2.0,3.0,Low
2017,6,19,0,ልደታ,1,የቤት ቃጠሎ,አይታወቅም,800000.0,6000.0,6.0,2.5,4.0,Medium
2017,6,19,0,አ/ከተማ,9,የቤት ቃጠሎ,የኤሌክትሪክ ኮንታክት,300000.0,12000.0,15.0,2.0,2.0,Medium
2017,6,19,0,ኮልፌ,2,ጨርቃ ጨርቅ ፋብሪካ ቃጠሎ,የኤሌክትሪክ ኮንታክት,2000000.0,102000.0,64.0,7.0,13.0,High
2017,6,20,1,ቦሌ,7,የንግድ ቤት ቃጠሎ,አይታወቅም,3000000.0,34000.0,19.0,3.0,4.0,High
2017,6,20,1,ለሚኩራ,4,የጫ ቃጠሎ,ሆን ተብሎ የተለኮሰ,30000.0,1000.0,12.0,10.0,11.0,Low
2017,1,7,5,ሸገር ሲቲ,ማልኮ ባባ,የፖል ቃጠሎ,የኤ/ኮንታክት,3000.0,600.0,9.0,13.0,20.0,High
2017,1,7,5,ሸገር ሲቲ,ሲድ አዋሽ,የትራንስፎርመር ቃጠሎ,በግራይንደር ሲቆርጡ,20000.0,30000.0,23.0,8.0,5.0,Low
2017,2,7,1,ሸገር ሲቲ,ኢንደዴ,የጭድ ክምር ቃጠሎ,አይታወቅም,100000.0,18000.0,18.0,21.0,22.0,High
2017,3,7,1,ለሚኩራ,5,ለኣርጎ ማምረቻና መሸጫ ቃጠሎ,የኤ/ኮንታክት,30000.0,5000.0,9.0,2.0,2.0,Low
2017,4,7,4,የካ,9,የትራንስፎርመር ቃጠሎ,አይታወቅም,250000.0,6000.0,9.0,5.0,4.0,Medium
2017,4,7,4,ቦሌ,11,የቤት ቃጠሎ,አይታወቅም,200000.0,6000.0,9.0,5.0,7.0,Medium
2017,5,7,6,ለሚኩራ,4,የጫካ ቃጠሎ,አይታወቅም,3000.0,6000.0,9.0,7.0,10.0,Low
2017,6,7,2,ኢባን ጉዳ,ዞን6,የቤት ቃጠሎ,የኤ/ኮንታክት,150000.0,6000.0,9.0,11.0,30.0,High
2017,7,7,4,ለሚኩራ,5,የትራንስፎርመር ቃጠሎ,አይታወቅም,300000.0,1000.0,9.0,2.0,2.0,Medium
2017,8,7,0,ሙዳ ፉሪ,ፉሪ,የዘይት መጋዘን,የነዳጅ ቃጠሎ,400000.0,6000.0,12.0,14.0,20.0,High
2017,8,7,0,ቦሌ,3,የክችን ቃጠሎ,አይታወቅም,1000000.0,24000.0,27.0,5.0,6.0,High
2017,9,7,3,ኮልፌ,6,የፖል ቃጠሎ,አይታወቅም,300.0,800.0,9.0,4.0,5.0,Low
2017,9,7,3,አ/ቃሊቲ,8,የቤት ቃጠሎ,የኤ/ኮንታክት,5000.0,3000.0,9.0,7.0,7.0,Low
2017,9,7,3,አ/ቃሊቲ,12,የፖል ቃጠሎ,የኤ/ኮንታክት,4000.0,3000.0,9.0,10.0,10.0,Low
2017,10,7,5,አ/ቃሊቲ,2,የቤት ቃጠሎ,አይታወቅም,200000.0,12000.0,17.0,5.0,5.0,Medium
2017,11,7,1,ን/ስ,1,የማደያናመኪና ቃጠሎ,አይታወቅም,500000.0,6000.0,10.0,4.0,18.0,High
2017,12,7,3,ቦሌ,4,የክችን ቃጠሎ,አይታወቅም,50000.0,12000.0,15.0,4.0,5.0,Low
2017,11,7,1,ጉለሌ,10,የፖል ቃጠሎ,የኤ/ኮንታክት,10000.0,3000.0,9.0,2.0,2.0,Low
2017,7,14,4,አ/ከተማ,1,የቤት ቃጠሎ,የኤ/ኮንታክት,200000.0,19000.0,21.0,3.0,3.0,Medium
2017,7,14,4,የካ,7,የእስቶር ቃጠሎ,አይታወቅም,389000.0,12000.0,16.0,4.0,5.0,Medium
2017,7,15,5,አ/ቃሊቲ,5,የቤት ቃጠሎ,አይታወቅም,60000.0,4000.0,9.0,5.0,6.0,Low
2017,7,16,6,አራዳ,2,የሱቆች ቃጠሎ,አይታወቅም,200000.0,20500.0,23.0,1.5,2.0,Medium
2017,7,17,0,ለሚኩራ,11,የፋብሪካ ቃጠሎ,አይታወቅም,2050000.0,1800.0,22.0,7.0,7.0,High
2017,7,17,0,ልደታ,1,የቤት ቃጠሎ,አይታወቅም,4000000.0,27000.0,21.0,8.0,10.0,High
2017,7,17,0,ለሚኩራ,3,የትራንስፎርመርና ፖል  ቃጠሎ,አይታወቅም,10000.0,1000.0,9.0,6.0,4.0,Low
2017,7,19,2,ን/ስ,13,የቤት ቃጠሎ,አይታወቅም,2000000.0,3000.0,6.0,7.0,9.0,High
2017,7,20,3,ኮልፌ,3,የኬብል ቃጠሎ,አይታወቅም,20000.0,1000.0,9.0,7.0,7.0,Low
2017,7,21,4,አ/ቃሊቲ,4,የጋራዥ ና ባጃጅ ቃጠሎ,የኤ/ኮንታክት,500000.0,14000.0,25.0,6.0,5.0,Medium
2017,7,25,1,አ/ቃሊቲ,2,የቤት ቃጠሎ,አይታወቅም,200000.0,12000.0,15.0,4.0,5.0,Medium
2017,7,25,1,ሸገርሲቲ,ፉሪ,የቤት ቃጠሎ,አይታወቅም,500000.0,6000.0,9.0,16.0,1.0,Medium
2017,7,25,1,ቂርቆስ,9,የቆሻሻ ቃጠሎ,አይታወቅም,0.0,4000.0,6.0,0.5,12.0,Low
2017,7,26,2,ሸገር ገላን,ገላን,የመኪና ቃጠሎ,አይታወቅም,2000000.0,12000.0,15.0,14.0,10.0,High
2017,7,27,3,ኮልፌ,8,የተከመረቅጠል ቃጠሎ,አይታወቅም,50000.0,6000.0,9.0,4.0,6.0,Low
2017,7,30,6,ለሚኩራ,3,የጥበቃ ቤት ቃጠሎ,አይታወቅም,20000.0,4000.0,9.0,7.0,8.0,Low
2017,7,30,6,አ/ቃሊቲ,6,ቫጆ ማጠቢያ ቃጠሎ,አይታወቅም,10000.0,6000.0,9.0,1.0,2.0,Low
2017,1,8,6,አ/ቃሊቲ,8,የእስቶር ቃጠሎ,አይታወቅም,120000.0,6000.0,12.0,2.0,3.0,Medium
2017,1,8,6,አ/ቃሊቲ,6,የሆቴል ቃጠሎ,አይታወቅም,500000.0,9000.0,15.0,2.0,5.0,Medium
2017,1,8,6,አ/ቃሊቲ,2,የነዳጅ ቃጠሎ,አይታወቅም,40000.0,6000.0,15.0,5.0,6.0,Low
2017,1,8,6,ልደታ,3,የቤት ቃጠሎ,የእጣን ጭስ,500000.0,12000.0,17.0,4.0,5.0,Medium
2017,2,8,2,ጉለሌ,6,የጫካ ቃጠሎ,አይታወቅም,100000.0,32000.0,32.0,6.0,20.0,High
2017,2,8,2,ሸገር ሲቲ,ጫፌ,የቤት ቃጠሎ,አይታወቅም,1500000.0,12000.0,21.0,15.0,20.0,High
2017,2,8,2,ጉለሌ,6,የእንጨት ክምር ቃጠሎ,አይታወቅም,4000.0,3000.0,9.0,11.0,19.0,High
2017,2,8,2,አ/ከተማ,12,የሱቆች ቃጠሎ,አይታወቅም,1500000.0,18000.0,24.0,3.5,3.0,High
2017,2,8,2,ኮልፌ,6,የፖል ቃጠሎ,አይታወቅም,20000.0,1000.0,9.0,2.0,3.0,Low
2017,2,8,2,ቦሌ,7,የጥጥ ፋብሪካ/መጋዘን ቃጠሎ,አይታወቅም,40000000.0,615000.0,155.0,3.0,4.0,High
2017,4,8,5,አ/ቃሊቲ,5,የቆሻሻ ቃጠሎ,አይታወቅም,10000.0,3000.0,9.0,4.0,5.0,Low
2017,4,8,5,አቃቂ,1,የሱቆች ቃጠሎ,አይታወቅም,3000000.0,39000.0,33.0,5.0,5.0,High
2017,5,8,0,አ/ከተማ,12,የንግድ ቤት ቃጠሎ,አይታወቅም,10000.0,6000.0,9.0,2.0,1.0,Low
2017,5,8,0,አራዳ,7,የካምፕ መኖሪያ ቃጠሎ,አይታወቅም,800000.0,36000.0,37.0,3.0,3.0,Medium
2017,5,8,0,አ/ከተማ,8,የቤት ቃጠሎ,አይታወቅም,30000.0,4000.0,9.0,1.0,1.0,Low
2017,5,8,0,አ/ቃሊቲ,13,የፖል ቃጠሎ,አይታወቅም,20000.0,1000.0,6.0,5.0,6.0,Low
2017,5,8,0,ጉለሌ,1,የዛፍ ቃጠሎ,አይታወቅም,10000.0,10000.0,15.0,4.0,4.0,Low
2017,5,8,0,አ/ቃሊቲ,13,የፖል ቃጠሎ, የኤ/ኮንታክት,20000.0,2000.0,9.0,5.0,6.0,Low
2017,7,8,5,ኦሮሚያ ,አንፎ ጉደና ,የቤት ቃጠሎ, የኤ/ኮንታክት,15000.0,6000.0,8.0,8.0,10.0,Low
2017,8,8,1,ን/ስልክ,14,የቤት ቃጠሎ,አይታወቅም,200000.0,6000.0,10.0,8.0,10.0,Medium
2017,8,8,1,አ/ከተማ,10,የኮንስትራክሽን ቃጠሎ,አይታወቅም,40000.0,25000.0,22.0,1.5,1.0,Low
2017,8,8,1,ኮልፌ,11,የቤት ቃጠሎ,አይታወቅም,200000.0,6000.0,9.0,8.0,10.0,Medium
2017,10,8,6,የካ,9,የሱቆች ቃጠሎ,አይታወቅም,5000000.0,60000.0,30.0,5.0,6.0,High
2017,11,8,2,የካ,2,የኩሽ ቃጠሎ,አይታወቅም,50000.0,6000.0,15.0,6.0,11.0,Low
2017,8,14,0,አ/ቃሊቲ,4,የሰደድ እሳት ,አይታወቅም,10000.0,6000.0,9.0,4.0,5.0,Low
2017,8,14,0,ጉለሌ,8,የቅጠል ክምር ቃጠሎ,አይታወቅም,2000.0,6000.0,9.0,3.0,4.0,Low
2017,8,14,0,ለሚኩራ,10,የቆሻሻ ቃጠሎ,አይታወቅም,15000.0,10000.0,6.0,3.0,3.0,Low
2017,8,15,1,አ/ቃሊቲ,12,የጭድ ክምር ቃጠሎ,አይታወቅም,100000.0,12000.0,12.0,7.0,7.0,Medium
2017,8,15,1,ጉለሌ,6,የጫካ ቃጠሎ,አይታወቅም,0.0,12000.0,15.0,7.0,8.0,Low
2017,8,15,1,ቦሌ,7,የቆሻሻ ቃጠሎ,አይታወቅም,0.0,3000.0,9.0,18.0,10.0,Low
2017,8,16,2,ን/ስልክ,2,የቤት ቃጠሎ, የኤ/ኮንታክት,300000.0,6000.0,20.0,4.0,5.0,Medium
2017,8,16,2,ልደታ,1,የቤት ቃጠሎ,አይታወቅም,50000.0,14000.0,21.0,5.0,6.0,Low
2017,8,16,2,ን/ስልክ,13,የቤት ቃጠሎ, የኤ/ኮንታክት,500000.0,12000.0,15.0,10.0,17.0,High
2017,8,16,2,አራዳ,5,የወጥ ቤት ቃጠሎ,አይታወቅም,50000.0,3000.0,9.0,500.0,1.0,Low
2017,8,17,3,ኦሮሚያ ,አለምገና,የእንጨት ክምር ቃጠሎ, የኤ/ኮንታክት,10000.0,6000.0,6.0,23.0,34.0,High
2017,8,19,5,አ/ከተማ,9,የቤት ቃጠሎ,አይታወቅም,250000.0,12000.0,12.0,1.5,2.0,Medium
2017,8,19,5,ኦሮሚያ ,ዱከም,የጭድ ክምር ቃጠሎ,አይታወቅም,30000.0,12000.0,15.0,30.0,30.0,High
2017,8,19,5,ኦሮሚያ ,ኩራጀዳ,የቤት ቃጠሎና የእህል ክምር ,አይታወቅም,1000000.0,30000.0,15.0,35.0,55.0,High
2017,8,20,6,ጉለሌ,10,የመኪና ቃጠሎ,በቤንዚል,15000.0,6000.0,17.0,100.0,4.0,Low
2017,8,20,6,ኮልፌ,1,የትራንስፎርመር ቃጠሎ,አይታወቅም,800000.0,6000.0,15.0,5.0,6.0,Medium
2017,8,20,6,ኦሮሚያ ,ሰንዳፋ,የቤትና የእህል ክምር ቃጠሎ,አይታወቅም,1200000.0,42000.0,9.0,46.0,1.0,High
2017,8,21,0,ኮልፌ,10,የሱቅ ቃጠሎ,አይታወቅም,350000.0,14500.0,13.0,3.0,3.0,Medium
2017,8,21,0,አ/ከተማ,12,የእንጨት ክምር ቃጠሎ,አይታወቅም,2000.0,14500.0,13.0,4.0,4.0,Low
2017,8,22,1,ን/ስልክ,1,የፖል ቃጠሎ,አይታወቅም,15000.0,1000.0,9.0,10.0,15.0,Low
2017,8,23,2,ን/ስልክ,11,የንግድ ቤቶች ቃጠሎ,አይታወቅም,2360000.0,20500.0,20.0,4.0,5.0,High
2017,8,23,2,አ/ቃሊቲ,5,የከሰል ድንጋይና የጫካ ቃጠሎ,አይታወቅም,0.0,2000.0,9.0,4.0,5.0,Low
2017,8,24,3,ኮልፌ,3,የቤት ቃጠሎ, የኤ/ኮንታክት,500000.0,6000.0,9.0,2.0,3.0,Medium
2017,8,24,3,አ/ከተማ,11,የሱቅ ቃጠሎ, የኤ/ኮንታክት,400000.0,12000.0,15.0,4.0,4.0,Medium
2017,8,26,5,የካ,9,የሲኖትራክ ግጭት ,ፍሬን መበጠስ ,0.0,0.0,10.0,3.0,4.0,Low
2017,8,25,4,አ/ከተማ,8,የቤት ቃጠሎ,አይታወቅም,0.0,0.0,9.0,1.0,1.0,Low
2017,8,28,0,ን/ስልክ,5,የፖል ቃጠሎ, የኤ/ኮንታክት,0.0,500.0,5.0,7.0,8.0,Low
2017,8,28,0,ን/ስልክ,2,የመኖሪያና የንግድ ቤት ቃጠሎ,አይታወቅም,1000000.0,540000.0,39.0,7.5,8.0,High
2017,8,29,1,ለሚኩራ,9,የሱቆች ቃጠሎ,አይታወቅም,1000000.0,52000.0,40.0,10.4,23.0,High
2016,8,29,0,ቦሌ,12,የሱቅ ቃጠሎ,አይታወቅም,1400000.0,12000.0,15.0,4.0,5.0,High
2017,3,9,3,አ/ቃሊቲ,6,የቤት ቃጠሎ,አይታወቅም,15000.0,6000.0,5.0,3.0,4.0,Low
2017,4,9,6,ልደታ,10,የቤቶች ቃጠሎ,አይታወቅም,600000.0,25000.0,29.0,4.0,5.0,Medium
2017,4,9,6,አ/ከተማ,5,የቤት ቃጠሎ,አይታወቅም,525000.0,23500.0,18.0,3.0,2.0,Medium
2017,5,9,1,ቦሌ,12,የቤት ቃጠሎ,አይታወቅም,250000.0,6000.0,9.0,10.0,11.0,Medium
2017,5,9,1,ኮልፌ,8,የፖል ቃጠሎ,አይታወቅም,1000.0,6000.0,6.0,3.0,4.0,Low
2017,7,9,6,ን/ስልክ,10,የእንጨት ቤት ቃጠሎ,አይታወቅም,50000.0,12000.0,16.0,3.0,4.0,Low
2017,8,9,2,ለሚኩራ,5,የቤት ቃጠሎ, የኤ/ኮንታክት,200000.0,2000.0,10.0,2.0,3.0,Medium
2017,9,9,5,ጉለሌ,8,የቤት ቃጠሎ,አይታወቅም,1000.0,1000.0,9.0,3.0,3.0,Low
2017,11,9,3,ቦሌ,7,የቤት ቃጠሎ, የኤ/ኮንታክት,100000.0,8000.0,15.0,5.0,5.0,Medium
2017,11,9,3,ሸገር ሲቲ,3,የቤት ቃጠሎ,አይታወቅም,300000.0,18000.0,21.0,10.0,16.0,High
2017,12,9,5,ኮልፌ,6,የቤት ቃጠሎ,አይታወቅም,200000.0,16000.0,15.0,4.0,6.0,Medium
2017,9,13,2,ለሚኩራ,4,የቤት ቃጠሎ,አይታወቅም,625000.0,12000.0,15.0,5.0,4.0,Medium
2017,9,16,5,ጉለሌ,9,የተጠራቀመ እንጨት ቃጠሎ,አይታወቅም,3000.0,6000.0,8.0,4.0,6.0,Low
2017,9,17,6,ን/ስልክ,11,የሻይ ቤት ቃጠሎ,አይታወቅም,100000.0,18000.0,18.0,4.0,4.0,Medium
2017,9,18,0,የካ ,3,የቆሻሻ ቃጠሎ,አይታወቅም ,0.0,4000.0,6.0,3.0,3.0,Low
2017,9,19,1,ጉለሌ,8,የመኪና ቃጠሎ,አይታወቅም ,640000.0,6000.0,9.0,5.0,7.0,Medium
2017,9,23,5,ኮልፌ,9,የቤት ቃጠሎ,አይታወቅም ,20000.0,15000.0,22.0,6.0,5.0,Low
2017,9,23,5,ቡራዩ,ከታ,የሱቆች ቃጠሎ,አይታወቅም,200000.0,9000.0,15.0,7.0,6.0,Medium
2017,9,23,5,አ/ከተማ,6,የኩሽና ቃጠሎ,አይታወቅም,80000.0,10000.0,12.0,3.0,3.0,Low
2017,9,26,1,ሸገር ሲቲ,ፊዳ አዋሽ,የጎማ ቃጠሎ,አይታወቅም ,10000.0,0.0,9.0,8.0,1.0,Low
2017,2,10,4,ን/ስልክ,12,የሆቴል ቃጠሎ,ኤሌክትሪክ,200000.0,17000.0,25.0,5.0,6.0,Medium
2017,6,10,5,አቃቂ,5,የዕቃ ግምጃቤት ቃጠሎ,አይታወቅም,20000.0,6000.0,6.0,4.0,5.0,Low
2017,7,10,0,ን/ስልክ,5,የፖል ቃጠሎ,ኤሌክትሪክ,20000.0,2000.0,8.0,4.0,5.0,Low
2017,7,10,0,ቦሌ,3,የፊሪጅ ቃጠሎ,አይታወቅም,400000.0,300.0,6.0,3.0,2.0,Medium
2017,7,10,0,ቂርቆስ,2,የንግድቤት ቃጠሎ,አይታወቅም,1500000.0,44500.0,26.0,1.0,2.0,High
2017,10,10,1,ለሚኩራ,11,የምግብቤት ቃጠሎ,በጀነሬተር የተነሳ,200000.0,18000.0,21.0,5.0,6.0,Medium
2017,11,10,4,አቃቂ,6,የቤትቃጠሎ,አይታወቅም,200000.0,21000.0,21.0,3.0,3.0,Medium
2017,11,10,4,ን/ስልክ,14,የቤትቃጠሎ,አይታወቅም,50000.0,2000.0,6.0,4.0,4.0,Low
2017,11,10,4,የካ,12,የመኖሪያናስቶር ቃጠሎ,አይታወቅም,3000000.0,36000.0,32.0,9.0,10.0,High
2017,12,10,6,አ/ከተማ,8,የሱቅ ቃጠሎ,ኤሌክትሪክ,50000.0,3000.0,14.0,1.0,2.0,Low
2017,10,14,5,አቃቂ,7,የፈርኒቸርተረፈምርት ቃጠሎ,አይታወቅም,100000.0,18000.0,22.0,6.0,5.0,Medium
2017,10,15,6,መ/ኖኖ,ገፈርስ,የመጋዘን ቃጠሎ,ኤሌክትሪክ,50000.0,26500.0,26.0,10.0,10.0,Low
2017,10,15,6,አቃቂ,6,የፔንስዮን ቃጠሎ,አይታወቅም,500000.0,24000.0,24.0,2.0,1.0,Medium
2017,10,16,0,ን/ስልክ,13,የፖል ቃጠሎ,አይታወቅም,20000.0,1000.0,5.0,7.0,8.0,Low
2017,10,16,0,ኦሮሚያ,ሸገርሲቲ,የፖል ቃጠሎ,አይታወቅም,50000.0,6000.0,9.0,20.0,10.0,Low
2017,10,16,0,ለሚኩራ,2,የቤትቃጠሎ,አይታወቅም,3000.0,18000.0,12.0,7.0,9.0,Low
2017,10,16,0,ቡራዩ,0,የቅጠል ክምር ቃጠሎ,አይታወቅም,100000.0,95000.0,50.0,7.0,8.0,Medium
2017,10,18,2,የካ,9,የቤትቃጠሎ,አይታወቅም,200000.0,12000.0,15.0,5.0,6.0,Medium
2017,10,19,3,ኮልፌ,3,የቤትቃጠሎ,ኤሌክትሪክ,100000.0,6000.0,9.0,10.0,7.0,Medium
2017,10,19,3,ኮልፌ,6,የቤትቃጠሎ,አይታወቅም,200000.0,6000.0,12.0,4.0,5.0,Medium
2017,10,20,4,የካ,5,የቤትቃጠሎ,ኤሌክትሪክ,100000.0,6000.0,9.0,3.0,2.0,Medium
2017,10,20,4,የካ,12,የቤትና ሱቅ ቃጠሎ,አይታወቅም,2350000.0,12000.0,11.0,15.0,5.0,High
2017,10,20,4,ቦሌ,3,የሼድ ቃጠሎ,አይታወቅም,2000000.0,288500.0,119.0,3.0,4.0,High
2017,10,20,4,ን/ስልክ,11,የፖል ቃጠሎ,አይታወቅም,10000.0,2000.0,5.0,6.0,7.0,Low
2017,10,21,5,ልደታ,9,የቤትቃጠሎ,ኤሌክትሪክ,1500000.0,25000.0,27.0,3.0,5.0,High
2017,10,21,5,ኮልፌ,6,የቤትቃጠሎ,ኤሌክትሪክ,10000.0,3000.0,6.0,5.0,7.0,Low
2017,4,24,0,ቦሌ,13,የሱቆች ቃጠሎ,አይታወቅም ,30000.0,24000.0,29.0,4.0,5.0,Low
2017,10,24,1,ሸገርሲቲ,0,የጥጥ ፋብሪካ ቃጠሎ,የማሽ እስፒርክ,400000.0,24000.0,30.0,7.0,7.0,Medium
2017,10,25,2,ቦሌ,4,የህንፃ ቃጠሎ,አይታወቅም ,29000.0,6000.0,6.0,5.0,6.0,Low
2017,10,27,4,ቦሌ,3,የመኖሪያ ቤት ቃጠሎ,አይታወቅም ,80000.0,6000.0,9.0,5.0,5.0,Low
2017,10,28,5,ሸገር ሲቲ,መልካ ኖኖ,የቤት ቃጠሎ,አይታወቅም ,5000000.0,24000.0,26.0,8.0,15.0,High
2017,10,28,5,ኮልፌ,4,የሬስቶራንት ቃጠሎ,አይታወቅም ,500000.0,6000.0,9.0,1.2,2.0,Medium
2017,9,10,6,አራዳ,4,ቱቦ ውስጥ የገባ እንሰሳ ,አንሸራቶት,0.0,0.0,9.0,3.0,4.0,Low
